,word,creole_word,creole name
4287,result,rezilta,hatian
4288,return,"tounen, retounen",hatian
4289,reveal,"revele, devwale, gaye",hatian
4290,revenge,revanj,hatian
4291,review,"n revi, revisyon",hatian
4292,review,v repase,hatian
4293,revise,v korije,hatian
4294,reward,n rekonpans,hatian
4295,reward,v rekonpanse,hatian
4296,rib,"kòt, zokòt",hatian
4297,ribbon,riban,hatian
4298,rice,diri,hatian
4299,rich,rich,hatian
4300,rid,debarase,hatian
4301,riddle,n devinèt,hatian
4302,ride,v monte,hatian
4303,ridicule,"v bèt, ridikil",hatian
4304,rifle,fizi,hatian
4305,right (side),adj dwat,hatian
4306,right (directoin),adv adwat,hatian
4307,rights (legal),dwa,hatian
4308,human rights,dwa moun,hatian
4309,right here,isit-menm,hatian
4310,right there,isit-la-menm,hatian
4311,rigid,"rèd, rijid, sèk",hatian
4312,rind,"po, krout",hatian
4313,ring,bag,hatian
4314,ring,v. sonnen,hatian
4315,rinse,rense,hatian
4316,riot,atroupman,hatian
4317,ripe,"mi, apwen",hatian
4318,rise,leve kanpe,hatian
4319,ritual,"seremoni, degre",hatian
4320,river,"rivyè, flèv, dlo",hatian
4321,roach,ravèt,hatian
4322,road,"chemen, rout",hatian
4323,roar,"v gronde, ranmi",hatian
4324,rob,"vole, vòlè",hatian
4325,robber,vòlè,hatian
4326,rock,"ròch, galèt",hatian
4327,rock,"v balanse, dodinen",hatian
4328,rogue,"vakabon, vòlè",hatian
4329,role,wèl,hatian
4330,roll,v roule,hatian
4331,roll,n roulo,hatian
4332,romance,romans,hatian
4333,roof,"tèt kay, twakay",hatian
4334,room,chanm,hatian
4335,root,rasin,hatian
4336,rope,kòd,hatian
4337,rose,roz,hatian
4338,rot,n pouriti,hatian
4339,rot,v pouri,hatian
4340,rotten,pouri,hatian
4341,rough,brital,hatian
4342,round,adj ron,hatian
4343,round,v arondi,hatian
4344,rouse,reveye,hatian
4345,route,n rout,hatian
4346,route,v achemine,hatian
4347,rove,flannen,hatian
4348,row,"n ronje, ran",hatian
4349,row,v rame,hatian
4350,rub,"v frote, masaje",hatian
4351,rubber,kaoutchou,hatian
4352,rubbish,fatra,hatian
4353,rude,"grosoulye, grosye",hatian
4354,ruin,n ruin,hatian
4355,ruin,v ruine,hatian
4356,rule,n règ,hatian
4357,rule,"v dirije, kòmande",hatian
4358,rum,ronm,hatian
4359,rumor,"bri, chuichui",hatian
4360,run,kouri,hatian
4361,run away,v. kouri ale bè rout,hatian
4362,run down,v. koule,hatian
4363,run over,v. kraze,hatian
4364,rust,n rouy,hatian
4365,rust,v rouye,hatian
4366,rusty,rouye,hatian
4367,(adj) rare,ra,hatian
4368,(adv) short,ra,hatian
4369,fill to the brim,ra boday,hatian
4370,(v) to botch. botched,rabache,hatian
4371,to overcast,rabat,hatian
4372,undercooked,rabi,hatian
4373,to shove,raboure,hatian
4374,o plow,raboure,hatian
4375,axe,"rach , aks",hatian
4376,pluck,"rache, keyi",hatian
4377,mince,"rache, filange",hatian
4378,extricate,rache,hatian
4379,snatch,rache,hatian
4380,bay,"rad, gòlf, bè",hatian
4381,clothes,rad,hatian
4382,clothing,rad,hatian
4383,garment,rad,hatian
4384,radiator,radyatè,hatian
4385,radio,radyo,hatian
4386,x-ray,radyografi,hatian
4387,gust,rafal,hatian
4388,(v) scrape,rafle,hatian
4389,(v) chill,rafredi,hatian
4390,rage,raj,hatian
4391,backwoods,raje,hatian
4392,bush,"raje, rak",hatian
4393,weed,raje,hatian
4394,acrid,"rak, brak",hatian
4395,bush,rak,hatian
4396,forest,rakbwa,hatian
4397,mend,rakomode,hatian
4398,(v) mend,rakomode,hatian
4399,(v) patch,rakomode,hatian
4400,(v) relate,"rakonte, relate",hatian
4401,tell,"rakonte, di",hatian
4402,narrate,rakonte,hatian
4403,withdraw,rale soti,hatian
4404,moan,"rale, jemi",hatian
4405,pull,"rale, tire",hatian
4406,draw,rale,hatian
4407,extract v,rale,hatian
4408,stretch v,rale,hatian
4409,take out,rale,hatian
4410,zoom,rale,hatian
4411,rarely,raman,hatian
4412,(v) row,rame,hatian
4413,(n) row,ran,hatian
4414,appointment,randevou,hatian
4415,reenforce,ranfòse,hatian
4416,arrange,ranje (òganize),hatian
4417,repair,"ranje, repare",hatian
4418,fix,ranje,hatian
4419,(v) meet,"rankontre, kontre ak, fè konesans",hatian
4420,join,"rankontre, reyini, koud",hatian
4421,(n) meet,rankout,hatian
4422,pick,"ranmase, pran, kanpe",hatian
4423,acquire,"ranmase, trouve",hatian
4424,(v) fork,ranmase,hatian
4425,gather,ranmase,hatian
4426,(v) roar,"ranmi, gwonde",hatian
4427,find out,rann kont,hatian
4428,ascertain,rann kont,hatian
4429,exhale,"rann souf, egzale",hatian
4430,ascertain,rann kont,hatian
4431,render,"rann, tradui (lang)",hatian
4432,howl,ranni,hatian
4433,creep,"ranpe, glise",hatian
4434,crawl,ranpe,hatian
4435,fulfill,"ranpli, akonpli",hatian
4436,buffoon,"ransè, voryen",hatian
4437,dawdle,ranse,hatian
4438,ransom,ranson,hatian
4439,accede,rantre,hatian
4440,access,rantre,hatian
4441,access,rantre,hatian
4442,get back,rantre,hatian
4443,go in,rantre,hatian
4444,defer,ranvwaye,hatian
4445,dismiss,ranvwaye,hatian
4446,expel,ranvwaye,hatian
4447,rag,ranyon,hatian
4448,shabby,ranyon,hatian
4449,rasp,rape,hatian
4450,report,rapè,hatian
4451,rapid,rapid (vit),hatian
4452,fast,rapid,hatian
4453,prompt,rapid,hatian
4454,quick,rapid,hatian
4455,swift,rapid,hatian
4456,(n) speed,rapidite,hatian
4457,quickly,rapidman,hatian
4458,"(v) to patch, patched",rapistole,hatian
4459,remind,"raple, fè sonje",hatian
4460,mend,rapyese (rakomode),hatian
4461,rural Mardi Gras,rara,hatian
4462,inbred,ras kabrit,hatian
4463,race (species),"ras, rasmoun",hatian
4464,accumulate,rasanble,hatian
4465,congregate,rasanble,hatian
4466,gathering,rasanbleman,hatian
4467,root,rasin,hatian
4468,reassure,rasire,hatian
4469,(n) race (species),rasmoun,hatian
4470,ration,rasyon,hatian
4471,rat,rat,hatian
4472,fail,rate,hatian
4473,(n) scarcity,ratezon,hatian
4474,rake,rato,hatian
4475,"to shorten, to shrink, shortened",ratresi,hatian
4476,(n) ravage,ravaj,hatian
4477,destructive,ravajè,hatian
4478,ravage,ravaje,hatian
4479,cockroach (roach),ravèt,hatian
4480,ditch,"ravin, twou",hatian
4481,ravine,ravin,hatian
4482,abhor,rayi,hatian
4483,detest,rayi,hatian
4484,(v) hate,rayi,hatian
4485,hate,"rayisman, (v) rayi",hatian
4486,boring,raz (penitan),hatian
4487,(adj) bore,raz,hatian
4488,vague,raz,hatian
4489,broke,razè,hatian
4490,shave,raze,hatian
4491,razor,razwa,hatian
4492,raid,razya,hatian
4493,(n) raid,razya,hatian
4494,reshuffle,rebat,hatian
4495,rebellious,rebèl,hatian
4496,rebellion,rebelyon,hatian
4497,brim,rebò,hatian
4498,boost,rechaje,hatian
4499,research,rechèch,hatian
4500,stove,recho,hatian
4501,callous,rèd (san pitye),hatian
4502,rigid,"rèd (rijid, sèk)",hatian
4503,(adj) tense,rèd,hatian
4504,tough,rèd,hatian
4505,reduce,redui (amensi),hatian
4506,(v) refer,refere,hatian
4507,refugee,refigye,hatian
4508,(v) reject,refize (rejete),hatian
4509,decline,refize (bese),hatian
4510,(v) refuse,refize,hatian
4511,think,"reflechi (panse, kwè)",hatian
4512,(v) deliberate,reflechi (debat),hatian
4513,ponder,reflechi,hatian
4514,reason,reflechi,hatian
4515,(v) reform,refòm,hatian
4516,chant,refren,hatian
4517,look,rega (v) gade,hatian
4518,regard,rega (koutje),hatian
4519,(n) ruler (measure),règ,hatian
4520,take care of,regle,hatian
4521,(v) sorry,regrèt,hatian
4522,(v) regret,regrete,hatian
4523,meeting,reinyon,hatian
4524,succeed,reisi,hatian
4525,(n) reject,rejè,hatian
4526,reject,rejete,hatian
4527,recover,rejwenn,hatian
4528,enjoy,rejwi (benefisye),hatian
4529,region,rejyon (zòn),hatian
4530,zone,rejyon,hatian
4531,advertisement,reklam (piblisite),hatian
4532,(n) claim,reklamasyon,hatian
4533,reclaim,reklame,hatian
4534,crop,rekòlt,hatian
4535,harvest,rekòlte,hatian
4536,recommendation,rekomandasyon,hatian
4537,recommend,rekòmande,hatian
4538,urge,rekòmande,hatian
4539,(v) recommence,rekomanse,hatian
4540,gratitude,rekonesans,hatian
4541,(v) comfrot,rekonfòte,hatian
4542,known,rekoni,hatian
4543,(n) reward,rekonpans,hatian
4544,(n) reward,rekonpanse,hatian
4545,(n) recess,rekreyasyon,hatian
4546,enroll,rekrite,hatian
4547,relation,relasyon,hatian
4548,(v) relate,relate,hatian
4549,(v) shout,rele fò,hatian
4550,rebuke,rele sou,hatian
4551,yell,rele (kriye),hatian
4552,call at,rele nan,hatian
4553,call,rele,hatian
4554,religious,relijye,hatian
4555,nun,"relijyez (mamè, chèsè)",hatian
4556,(v) link,relye,hatian
4557,waist,rem (tay),hatian
4558,(n) remark,remak,hatian
4559,(v) remark,remake,hatian
4560,(n) cure,remèd (tretman),hatian
4561,render,"remèt, rann, tradui (lang)",hatian
4562,remit,remèt,hatian
4563,submit,remèt,hatian
4564,remorse,remò,hatian
4565,boost,remonte (rechaje),hatian
4566,kidney,ren,hatian
4567,queen,rèn,hatian
4568,(v) like,renmen,hatian
4569,(v) constain,"rennen (frennen, kontrenn)",hatian
4570,rinse,rense,hatian
4571,deny,renye,hatian
4572,meal,repa,hatian
4573,repair,repare,hatian
4574,(v) review,repase,hatian
4575,allot,repati (lote),hatian
4576,prominent,repete (fò),hatian
4577,(v) repeat,repete,hatian
4578,reputation,repitasyon,hatian
4579,rest,repo,hatian
4580,(v) answer,reponn,hatian
4581,(v) reply,reponn,hatian
4582,respond,reponn,hatian
4583,(n) answer,repons,hatian
4584,response,repons,hatian
4585,rest,repoze (rete),hatian
4586,recover,repran (rejwenn),hatian
4587,take back,repran,hatian
4588,repression,represyon,hatian
4589,representative,reprezantatif,hatian
4590,(v) represent,reprezante,hatian
4591,rebuke,reprimande (rele sou),hatian
4592,(v) castigate,"reprimande (chatye, joure)",hatian
4593,punish,reprimande,hatian
4594,scold,reprimande,hatian
4595,darn,reprize,hatian
4596,reproduction,repwodiksyon,hatian
4597,(n) rest,rès (repo),hatian
4598,up-to-date,resan (ajou),hatian
4599,recent,resan,hatian
4600,reception,resèpsyon,hatian
4601,receive,resevwa,hatian
4602,precise,resi (egzak),hatian
4603,residence,residans,hatian
4604,mutual,resipwòk,hatian
4605,(v) recite,resite,hatian
4606,spring,"resò, sous",hatian
4607,resource,resous,hatian
4608,respect,respè,hatian
4609,abide,respekte,hatian
4610,(v) respect,respekte,hatian
4611,venerate,respekte,hatian
4612,breathe,respire,hatian
4613,responsible,responsab,hatian
4614,responsibility,responsabilite,hatian
4615,(n) remain,restan,hatian
4616,(n) rest,"restan (rès, repo)",hatian
4617,servant,restavèk (bòn),hatian
4618,(n) domestic,restavèk,hatian
4619,maid,restavèk,hatian
4620,restaurant,restoran,hatian
4621,restrict,restrenn,hatian
4622,delay,retade,hatian
4623,postpone,retade,hatian
4624,cease,rete (stòp),hatian
4625,live,rete,hatian
4626,remain,rete,hatian
4627,(v) rest,rete,hatian
4628,stay,rete,hatian
4629,stop,rete,hatian
4630,(v) withdraw,retire (rale soti),hatian
4631,remove,retire (wete),hatian
4632,eject,retire (pouse soti),hatian
4633,exclude,retire,hatian
4634,exclude,retire,hatian
4635,return,retounen,hatian
4636,shrink,retresi,hatian
4637,dream,rèv,hatian
4638,assert,revandike,hatian
4639,revenge,revanj,hatian
4640,(v) resell,revann,hatian
4641,dream,reve,hatian
4642,reveal,"revele (devwale, gaye)",hatian
4643,back,reversebacon,hatian
4644,clock,revèy (lòlàj),hatian
4645,arouse,reveye (eksite),hatian
4646,(adj) awake,reveye,hatian
4647,rouse,reveye,hatian
4648,(v) wake,reveye,hatian
4649,review,"revi, revisyon",hatian
4650,review,revisyon,hatian
4651,revise,revize,hatian
4652,(v) fire (fired),revoke,hatian
4653,impeach,revoke,hatian
4654,impeach,revoke,hatian
4655,gun,revolvè (kanno),hatian
4656,reality,reyalite,hatian
4657,attainment,reyalizasyon,hatian
4658,achieve,"reyalize (reyisi, akonpli)",hatian
4659,realize,reyalize,hatian
4660,real,reyèl (tout bon),hatian
4661,join,"reyini, koud",hatian
4662,congregate,reyini (rasanble),hatian
4663,join,reyini (koud),hatian
4664,convene,reyini,hatian
4665,convene,reyini,hatian
4666,achieve,reyisi (akonpli),hatian
4667,prosper,reyisi,hatian
4668,prosper,reyisi,hatian
4669,beam,reyon,hatian
4670,ray,reyon,hatian
4671,omen,rezaj,hatian
4672,grape,rezen,hatian
4673,outcome,rezilta,hatian
4674,result,rezilta,hatian
4675,(v) withstand,reziste (sipòte),hatian
4676,resist,reziste,hatian
4677,cause,rezon,hatian
4678,(v) reason,rezon,hatian
4679,reasonable,rezonab,hatian
4680,(v) reason,rezone (reflechi),hatian
4681,(v) clang v,rezone,hatian
4682,solve,rezoud (solisyone),hatian
4683,grin,ri jòn,hatian
4684,chuckle,ri anbachal,hatian
4685,street,ri (lari),hatian
4686,laugh,ri,hatian
4687,loop,riban (v. gade),hatian
4688,band,riban,hatian
4689,ribbon,riban,hatian
4690,rich,rich,hatian
4691,fortune,richès (fòtin),hatian
4692,(v) wrinkle,rid,hatian
4693,(v) ridicule,ridikil,hatian
4694,curtain,rido,hatian
4695,rigid,rijid (sèk),hatian
4696,relax,rilaks (detann),hatian
4697,stingy,ripya (kras),hatian
4698,rural,riral,hatian
4699,adventure,risk (istwa dròl),hatian
4700,(v) venture,riske,hatian
4701,(n) coast,rivaj,hatian
4702,attain,rive,hatian
4703,attain,rive,hatian
4704,prosper,rive (reyisi),hatian
4705,prosper,rive (reyisi),hatian
4706,occur,rive (pase),hatian
4707,happen,rive (pase),hatian
4708,(v) reach,rive (jwenn),hatian
4709,arrive,rive,hatian
4710,befall,rive,hatian
4711,river,"rivyè (flèv, dlo, larivyè)",hatian
4712,creek,rivyè,hatian
4713,stream,rivyè,hatian
4714,(adj) crafty,rize (abil),hatian
4715,sly,rize (sounwa),hatian
4716,astute,rize,hatian
4717,artful,rize (koken),hatian
4718,tall,ro,hatian
4719,(n) dress,ròb,hatian
4720,gown,ròb,hatian
4721,rock,ròch (galèt),hatian
4722,stone,ròch,hatian
4723,(v) prowl,rode,hatian
4724,(n) cast,ròl,hatian
4725,quaint,ròl,hatian
4726,lobster,roma,hatian
4727,novel,roman,hatian
4728,romance,romans,hatian
4729,circular,ron (ansèk),hatian
4730,(adj) round,ron,hatian
4731,wane,ronbe,hatian
4732,(v) snore,ronfle,hatian
4733,(n) row,ronje (ran),hatian
4734,rum,ronm,hatian
4735,(n) shame,ront (dezonè),hatian
4736,ashamed,ront,hatian
4737,blush,ront,hatian
4738,blush,ront,hatian
4739,belch,rote (vomi),hatian
4740,cavity,rou (fant),hatian
4741,wheel,rou,hatian
4742,red,rouj,hatian
4743,blush,rouji (ront),hatian
4744,(v) roll,roule,hatian
4745,(n) roll,roulo,hatian
4746,scorch,rousi (boule),hatian
4747,road,rout,hatian
4748,(n) route,rout,hatian
4749,routine,routine,hatian
4750,(n) rust,rouy,hatian
4751,corrode,rouye,hatian
4752,(v) rust,rouye,hatian
4753,rusty,rouye,hatian
4754,pink,roz,hatian
4755,rose,roz,hatian
4756,(v) ruin,ruin,hatian
4757,(v) ruin,ruine,hatian
4758,sack,n sak,hatian
4759,sacrifice,n sakrifis,hatian
4760,sad,tris,hatian
4761,safe,adj senesòf,hatian
4762,safe,n kòfrefò,hatian
4763,sail,n vwal,hatian
4764,sail,v navige,hatian
4765,salad,salad,hatian
4766,salary,salè,hatian
4767,sale,n lavant,hatian
4768,saliva,krache,hatian
4769,salmon,somon,hatian
4770,salt,sèl,hatian
4771,salute,v salye,hatian
4772,same,menm,hatian
4773,sample,n echantiyon,hatian
4774,sand,sab,hatian
4775,sandwich,sandwich,hatian
4776,sane,lisid,hatian
4777,sash,sentiwon,hatian
4778,satisfy,v satistè,hatian
4779,saturate,"satire, boure",hatian
4780,Saturday,samdi,hatian
4781,sauce,sòssaucer,hatian
4782,sausage,sosis,hatian
4783,save,sove,hatian
4784,savior,"sovè, lesovè",hatian
4785,savor,gou,hatian
4786,say,di,hatian
4787,scald,chode,hatian
4788,sale,balans,hatian
4789,scare,"efreye, alame, fè pè",hatian
4790,scarf,echap,hatian
4791,scent,"sant, orè",hatian
4792,schedule,n orè,hatian
4793,school,lekòl,hatian
4794,science,syans,hatian
4795,scientific,syantifik,hatian
4796,scissors,sizo,hatian
4797,scold,reprimande,hatian
4798,scorch,"rousi, boule",hatian
4799,score,n skò,hatian
4800,scorn,v meprize,hatian
4801,scoundrel,kannay,hatian
4802,scrape,"v grate, rafle",hatian
4803,scratch,v grafouyen,hatian
4804,screen,ekran,hatian
4805,scribble,v madjigridji,hatian
4806,scrub,v frote,hatian
4807,sea,"lanmè, loseyan",hatian
4808,seal,n tanpon,hatian
4809,seal,v sele,hatian
4810,search,v chèche,hatian
4811,seat,chèz,hatian
4812,second (number),dezyèm,hatian
4813,second (time),segonn,hatian
4814,secondly,dezyèmman,hatian
4815,secret,n sekrè,hatian
4816,secretary,sekrite,hatian
4817,secure,adj ansekirite,hatian
4818,security,sekirite,hatian
4819,sedate,andòmi,hatian
4820,seduce,sedui,hatian
4821,see,wè,hatian
4822,seed,grenn,hatian
4823,seek,chèche,hatian
4824,seem,sanble,hatian
4825,seize,sezi,hatian
4826,select,"seleksyone, chwazi",hatian
4827,self,"tèt, kò",hatian
4828,selfish,egoyis,hatian
4829,sell,vann,hatian
4830,senate,sena,hatian
4831,send,voye,hatian
4832,sensational,sansasyonalis,hatian
4833,sensationalize,v. sansasyonalize,hatian
4834,sense,sans,hatian
4835,sensible,sansib,hatian
4836,sentence,fraz,hatian
4837,separate,"adj apa, separe",hatian
4838,separate,v separe,hatian
4839,separately,separe,hatian
4840,September,septanm,hatian
4841,sequel,"fen, sauit",hatian
4842,sequence,sekans,hatian
4843,series,seri,hatian
4844,serious,serye,hatian
4845,serpent,koulèv,hatian
4846,servant,"restavèk, bòn",hatian
4847,serve,sèvi,hatian
4848,service,sèvis,hatian
4849,settle,"v etabli, tabli",hatian
4850,seven,sèt,hatian
4851,seventy,swadandis,hatian
4852,several,plizyè,hatian
4853,severe,sevè,hatian
4854,sew,koud,hatian
4855,sex,sèks,hatian
4856,shabby,ranyon,hatian
4857,shade,n lonbraj,hatian
4858,shadow,lonbraj,hatian
4859,shake,v souke,hatian
4860,shallow,pa fon,hatian
4861,shame,"n ront, dezonè",hatian
4862,shampoo,chanpou,hatian
4863,shape,fòm,hatian
4864,share,"separe, pataje",hatian
4865,shark,rèkin,hatian
4866,sharp,"file, pwenti",hatian
4867,shave,"fè bab, raze",hatian
4868,she,li,hatian
4869,sheep,mouton,hatian
4870,sheet,dra,hatian
4871,shelf,etajè,hatian
4872,shell,koki,hatian
4873,shelter,"n ladesant, tonnèl",hatian
4874,shift,v chanje,hatian
4875,shine,klere,hatian
4876,ship,bato,hatian
4877,shirt,chemiz,hatian
4878,shirt long-sleeved,chemiz manch-long,hatian
4879,shiver,v tranble (fredi),hatian
4880,shock,n chok,hatian
4881,shock,v choke,hatian
4882,shoe,soulye,hatian
4883,shoot,v tire,hatian
4884,shop,"n magazen, boutik",hatian
4885,shop,v achte,hatian
4886,shore,bòdmè,hatian
4887,short,"n chòt, nout kanson",hatian
4888,shoulder,n zepòl,hatian
4889,shoulder,v sipòte,hatian
4890,shout,v rele fò show,hatian
4891,show,n program,hatian
4892,shower,n douch,hatian
4893,shower,v. binyin,hatian
4894,shrink,retresi,hatian
4895,shut,v fèmen,hatian
4896,shy,timid,hatian
4897,sick,malad,hatian
4898,side,"n bò, kote",hatian
4899,sign,"n siy, pankat",hatian
4900,sign,v siyen,hatian
4901,signature,siyati,hatian
4902,silence,silans,hatian
4903,silk,swa,hatian
4904,silly,"enbesil, bèt, komik",hatian
4905,silver,"ajan, lajan",hatian
4906,similar,"sanble, genlè menm",hatian
4907,simple,senp,hatian
4908,sin,n peche,hatian
4909,since,depi,hatian
4910,sincere,sensè,hatian
4911,single,"selibatè, grenn",hatian
4912,sink,"v plonje, koule",hatian
4913,sip,v sirote,hatian
4914,sister,sè,hatian
4915,sit,chita,hatian
4916,situation,sitiyasyon,hatian
4917,six,sis,hatian
4918,sixty,swasant,hatian
4919,size,"n grosè, dimansyon",hatian
4920,skate,monte paten,hatian
4921,skew,krochi,hatian
4922,skid,patinen,hatian
4923,skill,talan,hatian
4924,skin,po,hatian
4925,skin,v. koche,hatian
4926,skirt,jip sky,hatian
4927,slack,"n pantlon, kanson",hatian
4928,slander,kalomnye,hatian
4929,slang,jagon,hatian
4930,slap,v souflete,hatian
4931,sleek,"swa, dous",hatian
4932,sleep,v dòmi,hatian
4933,sleeve,manch,hatian
4934,slice,n tranch,hatian
4935,slide,v glise,hatian
4936,slightly,toupit,hatian
4937,slim,mens,hatian
4938,sling,n echap,hatian
4939,sling,v voye,hatian
4940,slip,v glise,hatian
4941,slow,dousman,hatian
4942,slowly,dousman,hatian
4943,sluggard,adj parese,hatian
4944,sly,"rize, sounwa",hatian
4945,sly fellow,bankoulou,hatian
4946,small,piti,hatian
4947,smart,"fò, entelijan",hatian
4948,smash,v kraze,hatian
4949,smell,"v santi, pran odè",hatian
4950,smile,v souri,hatian
4951,smoke,v fimen,hatian
4952,smoke,n lafimen,hatian
4953,smooth,lis,hatian
4954,smother,"trangle, toufe",hatian
4955,smoulder,"mijote, konsonmen",hatian
4956,snack,n goute,hatian
4957,snail,kalmason,hatian
4958,snake,koulèv,hatian
4959,sneeze,v etènye,hatian
4960,snore,v ronfle,hatian
4961,snout,"djòl, machwè",hatian
4962,snow,n lanèj,hatian
4963,so,"alò, sitèlman, otan",hatian
4964,so-so,kan sa,hatian
4965,soak,v tranpe,hatian
4966,soap,n savon,hatian
4967,soap,v savonnen,hatian
4968,sob,v kriye,hatian
4969,social,sosyal,hatian
4970,society,"n sosyete, lasosyete",hatian
4971,sock,chosèt,hatian
4972,soft,mou,hatian
4973,soil,v sal,hatian
4974,soldier,solda,hatian
4975,solemn,solanèl,hatian
4976,solid,"fèm , solid",hatian
4977,solution,"n solisyon, tranpe",hatian
4978,solve,rezoud,hatian
4979,somber,sonm,hatian
4980,some,"enpe, kèk",hatian
4981,some (pl article),de,hatian
4982,somebody,yon moun,hatian
4983,somehow,enpòt kijan,hatian
4984,something,"bayay, kichoy",hatian
4985,son,"pitit gason, fis",hatian
4986,son-in-law,bofis,hatian
4987,song,chante,hatian
4988,soon,talè,hatian
4989,sore,kòkraz,hatian
4990,sorrow,chagren,hatian
4991,sorry,v regrèt,hatian
4992,soul,nanm,hatian
4993,sound,son,hatian
4994,sound,v. sonnen,hatian
4995,soup,"soup, lasoup",hatian
4996,sour,si,hatian
4997,south,"sid, nansid",hatian
4998,Souteast Asia,Azi di Disès,hatian
4999,soviet,sovyetik,hatian
5000,sow,v simen,hatian
5001,space,"plas, espas",hatian
5002,Spanish,"panyol, panyèl",hatian
5003,spare,derechany,hatian
5004,sparkle,c klere,hatian
5005,speak,pale,hatian
5006,special,espesyal,hatian
5007,spectacle,"spektak, program",hatian
5008,speed,n vitès,hatian
5009,spelling,"òtograf, ètograf",hatian
5010,spend,v depanse,hatian
5011,spice,zepis,hatian
5012,spider,zariyen,hatian
5013,spill,devide,hatian
5014,spin,vire,hatian
5015,spinster,vyèyfi,hatian
5016,spirit,"lespir, move zèspit",hatian
5017,in spite of,malgre,hatian
5018,slendid,splandid,hatian
5019,split,v separe,hatian
5020,spoil,v gate,hatian
5021,spoon,kiyè,hatian
5022,spot,tach,hatian
5023,spread,v gaye,hatian
5024,spring,resò spring (the season),hatian
5025,square,adj kare,hatian
5026,square (plaza),plas,hatian
5027,squash,"n joumou, kalbas",hatian
5028,squash,v kraze,hatian
5029,stage,etap,hatian
5030,stair,eskalye,hatian
5031,stammer,bege,hatian
5032,stamp,n tenm,hatian
5033,stamp,v tenbre,hatian
5034,stand,v kranpe,hatian
5035,stand,n etanda,hatian
5036,standard,estanda,hatian
5037,star,"etwal, setwal",hatian
5038,stare,"fikse, gade fiks",hatian
5039,start,v stat,hatian
5040,get started,derape,hatian
5041,starve,"grangou, mouri grangou",hatian
5042,state,"n leta, eta",hatian
5043,state,v deklare,hatian
5044,station,stasyon,hatian
5045,statistic,estatistik,hatian
5046,status,estati,hatian
5047,stay,rete,hatian
5048,steady,fiks,hatian
5049,steal,"vole, vòlè",hatian
5050,steam,vapè,hatian
5051,steel,asye,hatian
5052,steering wheel,volan,hatian
5053,step,"pa, mach",hatian
5054,stew,bouyon,hatian
5055,stick,baton,hatian
5056,still,"gildiv, toujou",hatian
5057,stingy,kripya,hatian
5058,stocking,ba,hatian
5059,stomach,"vant, anbativant",hatian
5060,stone,ròch,hatian
5061,stool,taboure,hatian
5062,stop,n stop stop,hatian
5063,store,"n boutik, magazen",hatian
5064,storm,"van, move tan, loraj",hatian
5065,story,"istwa, kont",hatian
5066,story (floor),etaj,hatian
5067,stove,recho,hatian
5068,straight,dwat,hatian
5069,straight ahead,tou dwat,hatian
5070,strain,v fòse,hatian
5071,strange,"dròl, etranj",hatian
5072,strangle,trangle,hatian
5073,strategy,estrateji,hatian
5074,straw,"pay, chalimo",hatian
5075,stream,"sousdlo, rivyè",hatian
5076,street,"ri, lari",hatian
5077,strength,"fòs, kouraj, pwisans",hatian
5078,stress,tansyon,hatian
5079,stretch,v rale,hatian
5080,strict,strik,hatian
5081,strike,v frape,hatian
5082,string,"fisèl, kòd",hatian
5083,strong,"gen kouraj, fò",hatian
5084,structure,estrilti,hatian
5085,struggle,"n batay, lit, boule",hatian
5086,struggle,v lite,hatian
5087,stuck,bare,hatian
5088,student,elèv,hatian
5089,study,etidye,hatian
5090,stupid,estipid,hatian
5091,stupidity,sòt,hatian
5092,subject,sijè,hatian
5093,submit,"soumèt, remèt",hatian
5094,subscribe,"v abòne, souskri",hatian
5095,suburb,fobou,hatian
5096,succeed,reisi,hatian
5097,success,siksè,hatian
5098,such,"kalite, tèl",hatian
5099,such a way,tèlman,hatian
5100,suck,v souse,hatian
5101,suddenly,sanzatann,hatian
5102,suffer,v soufri,hatian
5103,sugar,sik,hatian
5104,suggest,v sijere,hatian
5105,suggestion,sijesyon,hatian
5106,suicide,n sisid,hatian
5107,suicide (commit ...),v siside,hatian
5108,suit,n kostim,hatian
5109,suit,"v byen tonbe, fè prosè",hatian
5110,suitcase,valiz,hatian
5111,sullen,mòksis,hatian
5112,summer,"ete, lete",hatian
5113,summon,konvoke,hatian
5114,sun,"solèy, sole",hatian
5115,Sunday,dimanch,hatian
5116,sunflower,"flè, solèy",hatian
5117,sunglasses,youn kat je nwwa,hatian
5118,superior,siperyè,hatian
5119,supervise,sipevize,hatian
5120,supply,v founi,hatian
5121,support,"v sipòte, soutni",hatian
5122,suppose,v sipoze,hatian
5123,supreme,siprèm,hatian
5124,supreme court,lakou siprèm,hatian
5125,sure,"sèten, si, asire",hatian
5126,make sure,pou pi si,hatian
5127,surely,siman,hatian
5128,surface,anlè,hatian
5129,surgeon,chirijyen,hatian
5130,surprise,n sipriz,hatian
5131,be suprised,sezi,hatian
5132,surrender,v baylegen,hatian
5133,survive,"siviv, chape",hatian
5134,suspect,adj sispèk,hatian
5135,suspect,v sispekte,hatian
5136,suspend,sispann,hatian
5137,suspicion,suspisyon,hatian
5138,suspicous,sispèk,hatian
5139,swallow,v vale,hatian
5140,swear,jire,hatian
5141,sweat,"sue, swe",hatian
5142,sweep,bale,hatian
5143,sweet,"dous, sikre",hatian
